id,specVersion,version,created,companyName,companyIds,productDescription,productIds,productCategoryCpc,productNameCompany,comment,pcf.declaredUnit,pcf.unitaryProductAmount,pcf.pCfExcludingBiogenic,pcf.fossilGhgEmissions,pcf.biogenicCarbonContent,pcf.characterizationFactors,pcf.reportingPeriodStart,pcf.reportingPeriodEnd,pcf.geographyCountrySubdivision,pcf.primaryDataShare,pcf.exemptedEmissionsPercent,pcf.exemptedEmissionsDescription,pcf.packagingEmissionsIncluded,pcf.crossSectoralStandardsUsed,pcf.productOrSectorSpecificRules
,2.0.0,0,,,[],,[],,,,,,,,,,,,,0,,,False,[''],"[{'operator': '', 'ruleNames': ['']}]"
