id,specVersion,version,created,updated,companyName,companyIds,productDescription,productIds,productCategoryCpc,productNameCompany,comment,extensions,pcf.declaredUnit,pcf.unitaryProductAmount,pcf.pCfExcludingBiogenic,pcf.pCfIncludingBiogenic,pcf.fossilGhgEmissions,pcf.biogenicEmissions,pcf.biogenicCarbonContent,pcf.biogenicCarbonWithdrawal,pcf.characterizationFactors,pcf.biogenicAccountingMethodology,pcf.reportingPeriodStart,pcf.reportingPeriodEnd,pcf.geographyCountry,pcf.primaryDataShare,pcf.emissionFactorSources,pcf.boundaryProcessesDescription,pcf.exemptedEmissionsPercent,pcf.exemptedEmissionsDescription,pcf.packagingEmissionsIncluded,pcf.packagingGhgEmissions,pcf.crossSectoralStandardsUsed,pcf.productOrSectorSpecificRules,pcf.allocationRulesDescription ,pcf.uncertaintyAssessmentDescription,pcf.dqi.coveragePercent,pcf.dqi.technologicalDQR,pcf.dqi.temporalDQR,pcf.dqi.geographicalDQR,pcf.dqi.completenessDQR,pcf.dqi.reliabilityDQR,pcf.assurance.coverage,pcf.assurance.level,pcf.assurance.boundary,pcf.assurance.providerName,pcf.assurance.completedAt,pcf.assurance.standard,pcf.assurance.statementOrSignature,pcf.assurance.comments
,2.0.0,0,,,,[],,[],,,,[{}],,,,,,[{}],,,,,,,,0,[{}],,,,True,,[],"[{'operator': '', 'ruleNames': [''], 'otherOperatorName': ''}]",,,,0,0,0,0,0,,,,,,,,
